n,p0,phi0,delta,tau,gx,gy,UCL,ARL0,ARL1,desv,t
100,0.05,0.7,1.7,0.9,9,2,9,402.501062158307,13.127889971543912,-0.967384210364193,8.375
100,0.05,0.7,1.7,0.8,3,2,7,396.93504539989334,10.247853035690715,-0.974182544085099,9.25
100,0.05,0.7,1.7,0.75,3,2,7,396.93504539989334,9.13881611602092,-0.976976545099931,8.625
100,0.05,0.7,1.7,0.5,3,2,7,396.93504539989334,5.7349814899547225,-0.985551838880396,8.265625
100,0.05,0.7,2,1,9,2,9,402.501062158307,9.368612548910555,-0.976724005400945,9.0625
100,0.05,0.7,2,0.9,9,2,9,402.501062158307,7.368056069729721,-0.981694318941121,9.109375
100,0.05,0.7,2,0.8,9,2,9,402.501062158307,6.029408196778007,-0.985020143389319,8.359375
100,0.05,0.7,2,0.75,9,2,9,402.501062158307,5.515673956543161,-0.986296498381975,9.15625
100,0.05,0.7,2,0.5,9,2,9,402.501062158307,3.822307003828135,-0.990503610143704,8.5
200,0.01,0.9,1.1,1,3,5,2,436.70953589578676,298.4308238693951,-0.316637720636788,5.328125
200,0.01,0.9,1.1,0.9,3,5,2,436.70953589578676,121.61843743584866,-0.721511834665156,5.40625
200,0.01,0.9,1.1,0.8,3,5,2,436.70953589578676,66.64335129513987,-0.847396619910211,5.359375
200,0.01,0.9,1.1,0.75,3,5,2,436.70953589578676,52.24141955248747,-0.88037490538115,4.96875
200,0.01,0.9,1.1,0.5,1,5,1,844.2427961990396,20.647923228310162,-0.975542671703837,4.921875
200,0.01,0.9,1.2,1,3,5,2,436.70953589578676,215.0888294740476,-0.507478514219174,4.953125
200,0.01,0.9,1.2,0.9,3,5,2,436.70953589578676,89.43372927418186,-0.795210037970126,4.71875
200,0.01,0.9,1.2,0.8,3,5,2,436.70953589578676,49.953603445746104,-0.885613664599101,4.734375
200,0.01,0.9,1.2,0.75,3,5,2,436.70953589578676,39.523539929187336,-0.909496961525889,4.671875
200,0.01,0.9,1.2,0.5,3,5,2,436.70953589578676,16.721523617351668,-0.961710193520157,4.59375
200,0.01,0.9,1.3,1,3,5,2,436.70953589578676,161.98795158837365,-0.629071640819335,4.703125
200,0.01,0.9,1.3,0.9,3,5,2,436.70953589578676,68.73794721540247,-0.842600306232365,4.734375
200,0.01,0.9,1.3,0.8,3,5,2,436.70953589578676,39.116430550183686,-0.910429181561269,4.796875
200,0.01,0.9,1.3,0.75,3,5,2,436.70953589578676,31.222660987269627,-0.928504741891598,4.765625
200,0.01,0.9,1.3,0.5,3,5,2,436.70953589578676,13.735568478500634,-0.968547587470637,4.640625
200,0.01,0.9,1.5,1,3,5,2,436.70953589578676,101.93874091545449,-0.766575417900239,4.75
200,0.01,0.9,1.5,0.9,3,5,2,436.70953589578676,44.97271405720818,-0.897019161798335,4.546875
200,0.01,0.9,1.5,0.8,3,5,2,436.70953589578676,26.47902782342415,-0.939366957561139,4.5
200,0.01,0.9,1.5,0.75,3,5,2,436.70953589578676,21.46643264618404,-0.95084505630922,4.46875
200,0.01,0.9,1.5,0.5,3,5,2,436.70953589578676,10.077723968074777,-0.976923508328245,4.984375
200,0.01,0.9,1.7,1,3,5,2,436.70953589578676,71.21116501428098,-0.836937004665558,4.84375
200,0.01,0.9,1.7,0.9,3,5,2,436.70953589578676,32.512722601752046,-0.925550692326739,4.9375
200,0.01,0.9,1.7,0.8,3,5,2,436.70953589578676,19.698149639597066,-0.954894161861632,4.484375
200,0.01,0.9,1.7,0.75,3,5,2,436.70953589578676,16.171524553596623,-0.962969609719134,4.8125
200,0.01,0.9,1.7,0.5,3,5,2,436.70953589578676,7.9785111239580315,-0.981730394076254,4.46875
200,0.01,0.9,2,1,4,3,3,511.60971366085016,47.01613187383174,-0.908101565278334,4.84375
200,0.01,0.9,2,0.9,3,5,2,436.70953589578676,22.63125391155294,-0.948177788549702,4.625
200,0.01,0.9,2,0.8,3,5,2,436.70953589578676,14.17075909566004,-0.967551065569033,4.984375
200,0.01,0.9,2,0.75,3,5,2,436.70953589578676,11.798973632793004,-0.972982102145787,4.765625
200,0.01,0.9,2,0.5,3,5,2,436.70953589578676,6.139487681962283,-0.985941484723092,4.53125
200,0.01,0.8,1.1,1,3,17,1,408.6054699634782,258.0408626964401,-0.368484071641272,5.515625
200,0.01,0.8,1.1,0.9,3,17,1,408.6054699634782,116.23763788840124,-0.71552598672066,5.359375
200,0.01,0.8,1.1,0.8,1,6,1,408.6054699634758,63.96799423999346,-0.843448022744993,5.296875
200,0.01,0.8,1.1,0.75,3,17,1,408.6054699634782,50.11065801901176,-0.877361754301794,5.34375
200,0.01,0.8,1.1,0.5,1,6,1,408.6054699634758,21.25324489569345,-0.947985902152525,5.28125
200,0.01,0.8,1.2,1,3,17,1,408.6054699634782,176.47315652727335,-0.568108678175437,5.09375
200,0.01,0.8,1.2,0.9,1,6,1,408.6054699634758,83.68342810980036,-0.795197484465196,5.234375
200,0.01,0.8,1.2,0.8,1,6,1,408.6054699634758,48.31634960648556,-0.881753052373957,5.515625
200,0.01,0.8,1.2,0.75,1,6,1,408.6054699634758,38.68099792840494,-0.905334116227414,5.3125
200,0.01,0.8,1.2,0.5,1,6,1,408.6054699634758,17.765048733302265,-0.956522733934789,5.46875
200,0.01,0.8,1.3,1,1,2,2,414.61201406618386,127.12761212645768,-0.693381745310051,5.296875
200,0.01,0.8,1.3,0.9,1,6,1,408.6054699634758,63.940210861011415,-0.843516018356957,5.09375
200,0.01,0.8,1.3,0.8,1,6,1,408.6054699634758,38.475958967326825,-0.905835918029276,5.265625
200,0.01,0.8,1.3,0.75,3,17,1,408.6054699634782,31.357452714818265,-0.923257383907217,5.296875
200,0.01,0.8,1.3,0.5,3,17,1,408.6054699634782,15.314373322505801,-0.96252039082131,5.1875
200,0.01,0.8,1.5,1,1,2,2,414.61201406618386,74.04064335225603,-0.821421857446617,5.0625
200,0.01,0.8,1.5,0.9,1,6,1,408.6054699634758,42.35689033849544,-0.896337926307541,5.015625
200,0.01,0.8,1.5,0.8,3,17,1,408.6054699634782,27.180931154933603,-0.93347878784549,5.234375
200,0.01,0.8,1.5,0.75,1,6,1,408.6054699634758,22.742983886411363,-0.944339991609891,5.359375
200,0.01,0.8,1.5,0.5,1,2,2,414.61201406618386,12.022160151924819,-0.971003830704226,5.15625
200,0.01,0.8,1.7,1,1,2,2,414.61201406618386,49.005389599919205,-0.881804221929525,5.328125
200,0.01,0.8,1.7,0.9,4,7,2,414.61201406618426,29.660437287074984,-0.92846218565596,5.140625
200,0.01,0.8,1.7,0.8,1,2,2,414.61201406618386,20.16510111776506,-0.951363924744963,5.796875
200,0.01,0.8,1.7,0.75,1,2,2,414.61201406618386,17.126511561448588,-0.958692678985624,5.421875
200,0.01,0.8,1.7,0.5,1,2,2,414.61201406618386,9.154228549481829,-0.977920976144168,5.109375
200,0.01,0.8,2,1,1,2,2,414.61201406618386,31.00172959769975,-0.925227131520721,5.609375
200,0.01,0.8,2,0.9,1,2,2,414.61201406618386,19.597928019043326,-0.952731885825395,5.734375
200,0.01,0.8,2,0.8,4,7,2,414.61201406618426,13.818724645329093,-0.966670708574491,5.34375
200,0.01,0.8,2,0.75,1,2,2,414.61201406618386,11.926267026953921,-0.971235114704008,5.4375
200,0.01,0.8,2,0.5,1,2,2,414.61201406618386,6.788972573533941,-0.983625721534325,5.6875
200,0.01,0.7,1.1,1,5,12,2,459.0770811153798,268.7604345562205,-0.414563598114642,6.171875
200,0.01,0.7,1.1,0.9,1,9,1,503.5818161078295,131.28705241909415,-0.739293500639462,6.09375
200,0.01,0.7,1.1,0.8,1,9,1,503.5818161078295,74.29505837449821,-0.852466757142418,6.515625
200,0.01,0.7,1.1,0.75,1,9,1,503.5818161078295,59.07931295725327,-0.882681798533005,6.796875
200,0.01,0.7,1.1,0.5,1,9,1,503.5818161078295,27.26597397550688,-0.945855920322451,6.140625
200,0.01,0.7,1.2,1,2,5,2,459.0770811153799,171.1962701755961,-0.627086000983418,7.125
200,0.01,0.7,1.2,0.9,1,9,1,503.5818161078295,89.27739729530651,-0.822715208453456,6.671875
200,0.01,0.7,1.2,0.8,1,9,1,503.5818161078295,54.41774807899152,-0.891938615854748,6.140625
200,0.01,0.7,1.2,0.75,1,9,1,503.5818161078295,44.653707468990014,-0.911327800089929,6.546875
200,0.01,0.7,1.2,0.5,1,9,1,503.5818161078295,22.74562533805338,-0.954832314014326,7.265625
200,0.01,0.7,1.3,1,2,5,2,459.0770811153799,116.86002571071602,-0.745445742081501,6.203125
200,0.01,0.7,1.3,0.9,1,9,1,503.5818161078295,66.1153813778489,-0.868709752292382,6.4375
200,0.01,0.7,1.3,0.8,1,9,1,503.5818161078295,42.72883120160752,-0.915150170568394,6.234375
200,0.01,0.7,1.3,0.75,1,9,1,503.5818161078295,35.88985538043216,-0.928730835323197,6.546875
200,0.01,0.7,1.3,0.5,1,9,1,503.5818161078295,19.601300351109604,-0.961076234835865,6.34375
200,0.01,0.7,1.5,1,2,5,2,459.0770811153799,63.92432793450687,-0.860754695531313,6.515625
200,0.01,0.7,1.5,0.9,5,12,2,459.0770811153798,42.491438755018464,-0.90744160294001,5.859375
200,0.01,0.7,1.5,0.8,1,9,1,503.5818161078295,29.986621972233994,-0.94045332652398,6.25
200,0.01,0.7,1.5,0.75,1,9,1,503.5818161078295,25.967332004996656,-0.948434730614982,6.90625
200,0.01,0.7,1.5,0.5,5,12,2,459.0770811153798,14.189901911073127,-0.969090371759363,6.421875
200,0.01,0.7,1.7,1,5,3,4,449.91285047407473,40.390938412365536,-0.910224972747932,6.625
200,0.01,0.7,1.7,0.9,2,5,2,459.0770811153799,28.16779804525836,-0.938642552190099,6.84375
200,0.01,0.7,1.7,0.8,2,5,2,459.0770811153799,20.711135780416324,-0.954885276062799,7.4375
200,0.01,0.7,1.7,0.75,2,5,2,459.0770811153799,18.095875520526604,-0.960582054158398,6.8125
200,0.01,0.7,1.7,0.5,2,5,2,459.0770811153799,10.55005099639244,-0.977018998703311,6.28125
200,0.01,0.7,2,1,5,3,4,449.91285047407473,23.253847366492817,-0.948314773979026,6.4375
200,0.01,0.7,2,0.9,5,3,4,449.91285047407473,17.733973882659765,-0.960583535535885,6.265625
200,0.01,0.7,2,0.8,5,12,2,459.0770811153798,13.86166239755631,-0.969805370453524,6.421875
200,0.01,0.7,2,0.75,5,12,2,459.0770811153798,12.316701677052995,-0.973170732794745,6.953125
200,0.01,0.7,2,0.5,5,12,2,459.0770811153798,7.680700901422687,-0.983269256477013,6.78125
200,0.02,0.9,1.1,1,3,2,5,374.9379432327163,229.08404966755086,-0.389008091065984,9.53125
200,0.02,0.9,1.1,0.9,1,10,1,421.1397865927775,70.04502395355593,-0.833677495730684,9.265625
200,0.02,0.9,1.1,0.8,1,10,1,421.1397865927775,34.10046551155507,-0.919028155027944,9.46875
200,0.02,0.9,1.1,0.75,1,10,1,421.1397865927775,26.632266169494766,-0.936761457792999,9.546875
200,0.02,0.9,1.1,0.5,4,15,2,519.8730176927892,11.703189419518708,-0.977488369233976,8.796875
200,0.02,0.9,1.2,1,3,2,5,374.9379432327163,151.28555942380774,-0.596505069293806,8.84375
200,0.02,0.9,1.2,0.9,1,10,1,421.1397865927775,55.623807420369936,-0.867920796867963,7.859375
200,0.02,0.9,1.2,0.8,1,10,1,421.1397865927775,28.805303965934137,-0.931601561089768,7.953125
200,0.02,0.9,1.2,0.75,1,10,1,421.1397865927775,22.91444342299558,-0.945589459479987,9.953125
200,0.02,0.9,1.2,0.5,4,15,2,519.8730176927892,10.00068391440153,-0.980763217989683,9.09375
200,0.02,0.9,1.3,1,3,2,5,374.9379432327163,106.46917337479587,-0.716035212502585,8.578125
200,0.02,0.9,1.3,0.9,1,10,1,421.1397865927775,46.13107599912059,-0.89046136824938,8.234375
200,0.02,0.9,1.3,0.8,1,10,1,421.1397865927775,25.029962381788604,-0.940566141745255,8.296875
200,0.02,0.9,1.3,0.75,1,4,2,519.8730176927896,19.586317044905343,-0.962324805523029,8.5
200,0.02,0.9,1.3,0.5,1,4,2,519.8730176927896,8.766501554047746,-0.983137225330613,8.0625
200,0.02,0.9,1.5,1,3,2,5,374.9379432327163,61.110233215216866,-0.837012406137601,8.765625
200,0.02,0.9,1.5,0.9,3,2,5,374.9379432327163,28.655207457507238,-0.923573466023625,8.125
200,0.02,0.9,1.5,0.8,3,2,5,374.9379432327163,17.638041744717526,-0.952957437189092,8.703125
200,0.02,0.9,1.5,0.75,5,9,3,485.11233583810014,14.423360712651371,-0.970267998467338,8.375
200,0.02,0.9,1.5,0.5,1,2,3,485.1123358381003,6.747287475764865,-0.986091288599973,8.140625
200,0.02,0.9,1.7,1,3,2,5,374.9379432327163,40.48577685137993,-0.892020059366861,9.078125
200,0.02,0.9,1.7,0.9,3,2,5,374.9379432327163,19.630116981930026,-0.94764435732303,9.171875
200,0.02,0.9,1.7,0.8,3,2,5,374.9379432327163,12.425898924329237,-0.966858785170705,8.515625
200,0.02,0.9,1.7,0.75,3,2,5,374.9379432327163,10.379876032069458,-0.972315749260866,8.28125
200,0.02,0.9,1.7,0.5,3,2,5,374.9379432327163,5.415612623153164,-0.985555976073107,8.1875
200,0.02,0.9,2,1,3,2,5,374.9379432327163,26.033408312719313,-0.930566087581696,8.609375
200,0.02,0.9,2,0.9,3,2,5,374.9379432327163,13.08743468897116,-0.965094397819193,8.046875
200,0.02,0.9,2,0.8,3,2,5,374.9379432327163,8.537289550856679,-0.977230126465067,7.640625
200,0.02,0.9,2,0.75,3,2,5,374.9379432327163,7.226368601583843,-0.980726494258548,8.234375
200,0.02,0.9,2,0.5,3,2,5,374.9379432327163,3.9733657285189357,-0.989402604350307,8.828125
200,0.02,0.8,1.1,1,1,20,1,374.9595038227313,221.0472922458445,-0.410476891524935,9.484375
200,0.02,0.8,1.1,0.9,1,20,1,374.9595038227313,78.3051818136109,-0.791163629631238,9.90625
200,0.02,0.8,1.1,0.8,3,20,2,436.16345282221295,45.092078632707896,-0.896616558904837,10.359375
200,0.02,0.8,1.1,0.75,3,20,2,436.16345282221295,35.16062044259974,-0.91938659643514,9.171875
200,0.02,0.8,1.1,0.5,3,20,2,436.16345282221295,15.78670110790455,-0.963805538942439,10.046875
200,0.02,0.8,1.2,1,7,10,4,400.2819718995448,138.1993228347531,-0.654745073381831,10.265625
200,0.02,0.8,1.2,0.9,3,20,2,436.16345282221295,62.280529629633435,-0.857208279999975,9.53125
200,0.02,0.8,1.2,0.8,3,20,2,436.16345282221295,34.60486036407313,-0.920660797826684,10.296875
200,0.02,0.8,1.2,0.75,3,20,2,436.16345282221295,27.758236156815414,-0.936358179537499,11.5625
200,0.02,0.8,1.2,0.5,1,3,3,462.48363470827576,13.356271075473412,-0.971120554170747,11.078125
200,0.02,0.8,1.3,1,7,10,4,400.2819718995448,92.71962736574842,-0.768364218538881,12.6875
200,0.02,0.8,1.3,0.9,3,20,2,436.16345282221295,47.54501921383194,-0.890992656752439,11.59375
200,0.02,0.8,1.3,0.8,3,20,2,436.16345282221295,28.04713193051392,-0.935695822864034,11.03125
200,0.02,0.8,1.3,0.75,3,20,2,436.16345282221295,22.971468939962115,-0.947332889100807,10.671875
200,0.02,0.8,1.3,0.5,5,14,3,462.4836347082762,11.036362105653746,-0.976136751060142,10.4375
200,0.02,0.8,1.5,1,2,1,6,454.15731898780484,49.38660675621135,-0.891256609347877,11.265625
200,0.02,0.8,1.5,0.9,7,10,4,400.2819718995448,29.045259456634415,-0.92743800246911,11.484375
200,0.02,0.8,1.5,0.8,7,10,4,400.2819718995448,19.180516814042353,-0.95208248644569,10.859375
200,0.02,0.8,1.5,0.75,5,14,3,462.4836347082762,16.061567084057074,-0.96527105852256,10.671875
200,0.02,0.8,1.5,0.5,1,3,3,462.48363470827576,8.262698371281601,-0.982134074048926,10.84375
200,0.02,0.8,1.7,1,9,4,6,454.15731898780723,29.694305344844025,-0.934616697555321,11.265625
200,0.02,0.8,1.7,0.9,2,3,4,400.2819718995437,19.564161309345035,-0.951124050837206,11.296875
200,0.02,0.8,1.7,0.8,2,3,4,400.2819718995437,13.452841591998688,-0.966391587589723,11.359375
200,0.02,0.8,1.7,0.75,2,3,4,400.2819718995437,11.496410473435137,-0.97127921994868,11.171875
200,0.02,0.8,1.7,0.5,2,3,4,400.2819718995437,6.3268450703109975,-0.984194029423091,11.59375
200,0.02,0.8,2,1,2,1,6,454.15731898780484,17.268212589043237,-0.961977464928828,11.515625
200,0.02,0.8,2,0.9,2,1,6,454.15731898780484,11.810576440076185,-0.973994525803528,11.65625
200,0.02,0.8,2,0.8,2,1,6,454.15731898780484,8.826131429103873,-0.980565916126211,10.875
200,0.02,0.8,2,0.75,2,1,6,454.15731898780484,7.795463457289055,-0.982835323507142,9.96875
200,0.02,0.8,2,0.5,7,10,4,400.2819718995448,4.7434270627372825,-0.988149785911598,10.75
200,0.02,0.7,1.1,1,2,21,2,373.0863168647427,190.15801068597375,-0.490310949262411,13.046875
200,0.02,0.7,1.1,0.9,2,21,2,373.0863168647427,82.25354547662997,-0.77953213034492,12.609375
200,0.02,0.7,1.1,0.8,2,21,2,373.0863168647427,46.550376145349375,-0.875228937537729,12.25
200,0.02,0.7,1.1,0.75,2,21,2,373.0863168647427,37.366520105450974,-0.899844839072461,13.171875
200,0.02,0.7,1.1,0.5,2,21,2,373.0863168647427,17.819515538614542,-0.952237552724093,11.390625
200,0.02,0.7,1.2,1,4,9,4,383.21046080432484,115.25170533871227,-0.699246974895181,11.59375
200,0.02,0.7,1.2,0.9,2,21,2,373.0863168647427,56.45106103374515,-0.848691687467566,12.46875
200,0.02,0.7,1.2,0.8,2,21,2,373.0863168647427,34.66129901132688,-0.907095764587118,11.59375
200,0.02,0.7,1.2,0.75,2,21,2,373.0863168647427,28.655346174372763,-0.923193789535944,13.140625
200,0.02,0.7,1.2,0.5,3,13,3,386.6705676663138,14.226508071011905,-0.963207677902992,12.734375
200,0.02,0.7,1.3,1,4,9,4,383.21046080432484,74.63139319339356,-0.805246983506794,11.765625
200,0.02,0.7,1.3,0.9,2,21,2,373.0863168647427,42.279094468818364,-0.886677445519541,11.984375
200,0.02,0.7,1.3,0.8,3,13,3,386.6705676663138,27.337268473940394,-0.929300881008528,11.171875
200,0.02,0.7,1.3,0.75,4,17,3,386.67056766631373,22.74293192417574,-0.94118266600575,11.734375
200,0.02,0.7,1.3,0.5,3,13,3,386.6705676663138,11.592286178056877,-0.970020251998955,11.671875
200,0.02,0.7,1.5,1,4,9,4,383.21046080432484,38.881617097120376,-0.898537171935465,12.46875
200,0.02,0.7,1.5,0.9,4,9,4,383.21046080432484,24.97362317004546,-0.934830528588316,12.1875
200,0.02,0.7,1.5,0.8,4,9,4,383.21046080432484,17.537797128548075,-0.954234555362247,11.75
200,0.02,0.7,1.5,0.75,3,13,3,386.6705676663138,15.064906650584454,-0.961039427589469,11.984375
200,0.02,0.7,1.5,0.5,4,9,4,383.21046080432484,8.394594035681896,-0.978094037365101,11.578125
200,0.02,0.7,1.7,1,7,3,7,481.16862108491404,23.499561662507485,-0.951161483453509,11.859375
200,0.02,0.7,1.7,0.9,4,9,4,383.21046080432484,16.632782134142715,-0.956596221044613,11.65625
200,0.02,0.7,1.7,0.8,4,9,4,383.21046080432484,12.192680041791801,-0.968182809998974,11.609375
200,0.02,0.7,1.7,0.75,4,9,4,383.21046080432484,10.67289876345644,-0.97214872803562,11.515625
200,0.02,0.7,1.7,0.5,4,9,4,383.21046080432484,6.368206276502567,-0.983381961277528,11.578125
200,0.02,0.7,2,1,7,3,7,481.16862108491404,12.900899943402838,-0.973188401366833,12.34375
200,0.02,0.7,2,0.9,7,3,7,481.16862108491404,9.876613556161601,-0.979473695658099,11.875
200,0.02,0.7,2,0.8,7,3,7,481.16862108491404,7.894121359619623,-0.983593856677893,12.9375
200,0.02,0.7,2,0.75,7,3,7,481.16862108491404,7.144582949798879,-0.98515160250124,11.921875
200,0.02,0.7,2,0.5,7,3,7,481.16862108491404,4.732248792864928,-0.990165092681657,12.484375
200,0.05,0.9,1.1,1,9,2,13,371.55299026821854,179.19240354854946,-0.517720464531336,23.234375
200,0.05,0.9,1.1,0.9,2,17,3,390.2771781460147,50.39885856841235,-0.870863936221357,22.453125
200,0.05,0.9,1.1,0.8,2,17,3,390.2771781460147,24.24724969349921,-0.93787172027664,23.59375
200,0.05,0.9,1.1,0.75,2,17,3,390.2771781460147,18.991883684953272,-0.951337447464458,21.765625
200,0.05,0.9,1.1,0.5,7,24,5,383.0109457665832,7.968949455567608,-0.979193938075012,21.75
200,0.05,0.9,1.2,1,9,2,13,371.55299026821854,99.69819332661903,-0.731671670157604,23.625
200,0.05,0.9,1.2,0.9,2,17,3,390.2771781460147,39.98161603978599,-0.897555844208682,22.78125
200,0.05,0.9,1.2,0.8,2,7,5,383.01094576658295,19.973518015059135,-0.947851312773626,24.125
200,0.05,0.9,1.2,0.75,2,7,5,383.01094576658295,15.496262086944387,-0.959540941954206,22.90625
200,0.05,0.9,1.2,0.5,8,15,7,411.43895227827437,6.894274216322007,-0.983243506288974,23.390625
200,0.05,0.9,1.3,1,9,2,13,371.55299026821854,62.26589505925652,-0.83241718761486,23.1875
200,0.05,0.9,1.3,0.9,3,2,10,378.1507528976554,29.543806219000857,-0.921872940903553,20.796875
200,0.05,0.9,1.3,0.8,2,7,5,383.01094576658295,16.52171283313116,-0.956863601378118,23.34375
200,0.05,0.9,1.3,0.75,7,24,5,383.0109457665832,13.058347653555824,-0.965906071881522,21.46875
200,0.05,0.9,1.3,0.5,8,15,7,411.43895227827437,5.919202693963534,-0.985613411999065,22.609375
200,0.05,0.9,1.5,1,9,2,13,371.55299026821854,31.455567165524478,-0.915340293337924,23.03125
200,0.05,0.9,1.5,0.9,9,2,13,371.55299026821854,15.999224505417287,-0.956939588902601,22.203125
200,0.05,0.9,1.5,0.8,14,9,10,378.15075289765423,10.421745297335232,-0.972440236552548,24.109375
200,0.05,0.9,1.5,0.75,14,9,10,378.15075289765423,8.638543501682054,-0.977155820964291,23.96875
200,0.05,0.9,1.5,0.5,3,2,10,378.1507528976554,4.433300985354476,-0.988276366101658,22.625
200,0.05,0.9,1.7,1,9,2,13,371.55299026821854,20.137583409663733,-0.945801584330873,21.515625
200,0.05,0.9,1.7,0.9,9,2,13,371.55299026821854,10.432383482188245,-0.971922219022763,22.078125
200,0.05,0.9,1.7,0.8,9,2,13,371.55299026821854,6.972908980060005,-0.98123306994508,23.640625
200,0.05,0.9,1.7,0.75,9,2,13,371.55299026821854,5.963675718630542,-0.983949326543367,23.296875
200,0.05,0.9,1.7,0.5,9,2,13,371.55299026821854,3.4052430113580465,-0.990835108045019,23.125
200,0.05,0.9,2,1,9,2,13,371.55299026821854,13.54072084799457,-0.963556420745746,23.234375
200,0.05,0.9,2,0.9,9,2,13,371.55299026821854,7.1016141973773195,-0.980886671932714,22.671875
200,0.05,0.9,2,0.8,9,2,13,371.55299026821854,4.802383494119152,-0.987074835568804,22.796875
200,0.05,0.9,2,0.75,9,2,13,371.55299026821854,4.13044135838737,-0.988883304759825,21.640625
200,0.05,0.9,2,0.5,9,2,13,371.55299026821854,2.4208322156523203,-0.993484557306604,22.765625
200,0.05,0.8,1.1,1,7,2,14,386.36482874914924,167.5787596824992,-0.566268078217592,32.640625
200,0.05,0.8,1.1,0.9,4,25,5,384.3732932721771,64.46027593306214,-0.832297724474272,30.8125
200,0.05,0.8,1.1,0.8,4,25,5,384.3732932721771,32.16803977644515,-0.916310419221382,28.078125
200,0.05,0.8,1.1,0.75,4,25,5,384.3732932721771,24.91039654748493,-0.935192176502633,26.609375
200,0.05,0.8,1.1,0.5,3,13,6,373.0407450838826,10.677324201154207,-0.971377592550236,26.859375
200,0.05,0.8,1.2,1,7,2,14,386.36482874914924,85.30619461269872,-0.779208177698585,28.21875
200,0.05,0.8,1.2,0.9,3,13,6,373.0407450838826,44.37113296006334,-0.881055532016788,28.1875
200,0.05,0.8,1.2,0.8,3,13,6,373.0407450838826,24.19503108480172,-0.935141049862097,31.640625
200,0.05,0.8,1.2,0.75,3,13,6,373.0407450838826,19.203120131311117,-0.948522727384664,28.125
200,0.05,0.8,1.2,0.5,8,23,7,390.85133470736207,8.85083964077531,-0.977354971430756,28.359375
200,0.05,0.8,1.3,1,7,2,14,386.36482874914924,49.36857294515259,-0.872222911425497,27.90625
200,0.05,0.8,1.3,0.9,7,2,14,386.36482874914924,30.886782656230338,-0.920057985722391,27.375
200,0.05,0.8,1.3,0.8,3,13,6,373.0407450838826,19.038521983448515,-0.948963961083748,27.546875
200,0.05,0.8,1.3,0.75,3,13,6,373.0407450838826,15.467544588679813,-0.958536581345285,29.359375
200,0.05,0.8,1.3,0.5,2,3,9,376.6482480311324,7.396291142479406,-0.98036286858855,28.15625
200,0.05,0.8,1.5,1,7,2,14,386.36482874914924,21.995004447977443,-0.943071928883418,26.703125
200,0.05,0.8,1.5,0.9,7,2,14,386.36482874914924,14.477356151240667,-0.962529311484922,28.984375
200,0.05,0.8,1.5,0.8,7,2,14,386.36482874914924,10.494118504817145,-0.972838835929264,28.765625
200,0.05,0.8,1.5,0.75,7,2,14,386.36482874914924,9.14993267062583,-0.97631789441019,28.78125
200,0.05,0.8,1.5,0.5,4,3,11,386.9782234322733,5.16717801664828,-0.986647367464715,34.0625
200,0.05,0.8,1.7,1,7,2,14,386.36482874914924,12.746986477348704,-0.967007901525051,31.140625
200,0.05,0.8,1.7,0.9,7,2,14,386.36482874914924,8.718462998859767,-0.977434635996538,29.609375
200,0.05,0.8,1.7,0.8,7,2,14,386.36482874914924,6.528079656472088,-0.983103845974783,33.40625
200,0.05,0.8,1.7,0.75,7,2,14,386.36482874914924,5.774618695423245,-0.985053974208474,30.765625
200,0.05,0.8,1.7,0.5,7,2,14,386.36482874914924,3.5805770964480588,-0.990732652586312,28.609375
200,0.05,0.8,2,1,7,2,14,386.36482874914924,7.680218659829524,-0.980121848345528,30.578125
200,0.05,0.8,2,0.9,7,2,14,386.36482874914924,5.419523081158891,-0.985973042373695,31.265625
200,0.05,0.8,2,0.8,7,2,14,386.36482874914924,4.169104472312565,-0.989209409961538,30.5625
200,0.05,0.8,2,0.75,7,2,14,386.36482874914924,3.733117740257448,-0.99033784272667,29.109375
200,0.05,0.8,2,0.5,7,2,14,386.36482874914924,2.4344988481401746,-0.993698963603851,30.25
200,0.05,0.7,1.1,1,9,11,11,370.6455794209146,151.46715944345948,-0.591342328485052,34.8125
200,0.05,0.7,1.1,0.9,1,25,4,385.2411717374629,65.22172302573833,-0.830698980766816,33.546875
200,0.05,0.7,1.1,0.8,1,25,4,385.2411717374629,36.5619316580422,-0.90509339514999,31.765625
200,0.05,0.7,1.1,0.75,2,25,5,431.2387818309768,29.399675814880982,-0.931825065245629,32.0625
200,0.05,0.7,1.1,0.5,5,24,7,372.9508278097183,12.763165369954713,-0.965777887007488,31.75
200,0.05,0.7,1.2,1,7,1,16,376.04222393243913,72.62619874368126,-0.80686690450823,32.34375
200,0.05,0.7,1.2,0.9,5,24,7,372.9508278097183,44.50363984090552,-0.880671561711584,31.375
200,0.05,0.7,1.2,0.8,5,24,7,372.9508278097183,26.359088245507085,-0.92932288580693,31.84375
200,0.05,0.7,1.2,0.75,5,24,7,372.9508278097183,21.32180060745083,-0.94282945895932,37.03125
200,0.05,0.7,1.2,0.5,5,24,7,372.9508278097183,10.04545756843814,-0.973064927547061,31.328125
200,0.05,0.7,1.3,1,7,1,16,376.04222393243913,39.656375396342895,-0.894542759103914,35.265625
200,0.05,0.7,1.3,0.9,9,11,11,370.6455794209146,28.820711027738763,-0.922241859533931,36.65625
200,0.05,0.7,1.3,0.8,5,11,9,376.0141067076666,19.517082960371027,-0.948094811837619,35.734375
