n,p0,phi0,delta,ARL0,ARL1,desv,grafico
1000,0.02,0.9,1.2,373.32543338092086,67.47270142854417,-0.81926572530166,CEWMA
1000,0.02,0.9,1.3,373.32543338092086,38.46017445832645,-0.896979495583726,CEWMA
1000,0.02,0.9,1.5,373.32543338092086,18.5295876147699,-0.950366125749961,CEWMA
1000,0.02,0.9,1.7,373.32543338092086,12.739352818981429,-0.965876011436962,CEWMA
1000,0.02,0.9,2,373.32543338092086,10.416765855383167,-0.972097358165377,CEWMA
1000,0.02,0.9,1.1,371.2,137.2,-0.6303879310344828,CUSUM
1000,0.02,0.9,1.2,371.2,65.5,-0.8235452586206896,CUSUM
1000,0.02,0.9,1.3,371.2,37.7,-0.8984375,CUSUM
1000,0.02,0.9,1.5,371.2,18.5,-0.9501616379310345,CUSUM
1000,0.02,0.9,1.7,371.2,12.7,-0.9657866379310345,CUSUM
1000,0.02,0.9,2,371.2,10.4,-0.9719827586206897,CUSUM
1000,0.05,0.9,1.1,371.39246817800927,88.92976556237207,-0.760550433349801,CEWMA
1000,0.05,0.9,1.2,371.39246817800927,34.291113423959345,-0.907668796860135,CEWMA
1000,0.05,0.9,1.3,371.39246817800927,18.78711938134996,-0.949414376997152,CEWMA
1000,0.05,0.9,1.5,371.39246817800927,11.120123386787366,-0.970058295900988,CEWMA
1000,0.05,0.9,1.7,371.39246817800927,10.081925011239933,-0.972853717091517,CEWMA
1000,0.05,0.9,2,371.39246817800927,10.000372439097514,-0.973073303052811,CEWMA
1000,0.05,0.9,1.1,351.8,83.0,-0.7640704945992041,CUSUM
1000,0.05,0.9,1.2,351.8,31.7,-0.9098919840818648,CUSUM
1000,0.05,0.9,1.3,351.8,17.6,-0.9499715747583853,CUSUM
1000,0.05,0.9,1.5,351.8,10.9,-0.9690164866401365,CUSUM
1000,0.05,0.9,1.7,351.8,10.1,-0.9712905059693007,CUSUM
1000,0.05,0.9,2,351.8,10.0,-0.9715747583854463,CUSUM
1000,0.01,0.8,1.1,377.5431992580252,165.37227384571622,-0.561977876516601,CEWMA
1000,0.01,0.8,1.2,377.5431992580252,84.69982724766713,-0.775655269611198,CEWMA
1000,0.01,0.8,1.3,377.5431992580252,49.19482063019716,-0.869697505538761,CEWMA
1000,0.01,0.8,1.5,377.5431992580252,22.01381732189126,-0.941691924619078,CEWMA
1000,0.01,0.8,1.7,377.5431992580252,12.818854728201465,-0.966046654387116,CEWMA
1000,0.01,0.8,2,377.5431992580252,7.780566827387354,-0.979391585273742,CEWMA
1000,0.01,0.8,1.1,370.4,155.3,-0.5807235421166306,CUSUM
1000,0.01,0.8,1.2,370.4,78.9,-0.7869870410367171,CUSUM
1000,0.01,0.8,1.3,370.4,46.2,-0.8752699784017279,CUSUM
1000,0.01,0.8,1.5,370.4,21.3,-0.9424946004319654,CUSUM
1000,0.01,0.8,1.7,370.4,12.7,-0.9657127429805615,CUSUM
1000,0.01,0.8,2,370.4,7.8,-0.9789416846652268,CUSUM
1000,0.02,0.8,1.1,377.6640109499969,125.01443316655478,-0.668979755703789,CEWMA
1000,0.02,0.8,1.2,377.6640109499969,53.53503627532119,-0.858246921276252,CEWMA
1000,0.02,0.8,1.3,377.6640109499969,28.081061354605993,-0.925645387062512,CEWMA
1000,0.02,0.8,1.5,377.6640109499969,11.90861902262887,-0.968467689063955,CEWMA
1000,0.02,0.8,1.7,377.6640109499969,7.376252284461383,-0.980468744517364,CEWMA
1000,0.02,0.8,2,377.6640109499969,5.433851081898529,-0.985611943620918,CEWMA
1000,0.02,0.8,1.1,369.6,114.2,-0.6910173160173161,CUSUM
1000,0.02,0.8,1.2,369.6,48.7,-0.8682359307359307,CUSUM
1000,0.02,0.8,1.3,369.6,26.2,-0.9291125541125541,CUSUM
1000,0.02,0.8,1.5,369.6,11.7,-0.9683441558441559,CUSUM
1000,0.02,0.8,1.7,369.6,7.4,-0.9799783549783551,CUSUM
1000,0.02,0.8,2,369.6,5.4,-0.9853896103896105,CUSUM
1000,0.05,0.8,1.1,372.66466665155076,72.35319753195486,-0.805849054105237,CEWMA
1000,0.05,0.8,1.2,372.66466665155076,23.722348443895715,-0.936343982763258,CEWMA
1000,0.05,0.8,1.3,372.66466665155076,11.525987592639972,-0.96907142365762,CEWMA
1000,0.05,0.8,1.5,372.66466665155076,5.891187382878851,-0.984191720036642,CEWMA
1000,0.05,0.8,1.7,372.66466665155076,5.078452075918588,-0.986372595713059,CEWMA
1000,0.05,0.8,2,372.66466665155076,5.0004928751816875,-0.986581789682097,CEWMA
1000,0.05,0.8,1.1,386.7,68.1,-0.8238944918541505,CUSUM
1000,0.05,0.8,1.2,386.7,22.2,-0.9425911559348332,CUSUM
1000,0.05,0.8,1.3,386.7,11.2,-0.9710369795707267,CUSUM
1000,0.05,0.8,1.5,386.7,5.9,-0.9847426945952936,CUSUM
1000,0.05,0.8,1.7,386.7,5.1,-0.986811481768813,CUSUM
1000,0.05,0.8,2,386.7,5.0,-0.987070080165503,CUSUM
1000,0.01,0.7,1.1,373.3849800766778,151.24965586981492,-0.594923031347553,CEWMA
1000,0.01,0.7,1.2,373.3849800766778,74.81817330328386,-0.799621898856458,CEWMA
1000,0.01,0.7,1.3,371.167961549667,41.577960239515846,-0.887980740401398,CEWMA
1000,0.01,0.7,1.5,371.167961549667,16.843690915348123,-0.954619760700724,CEWMA
1000,0.01,0.7,1.7,371.167961549667,9.14632248624574,-0.975357995749259,CEWMA
1000,0.01,0.7,2,371.167961549667,5.277637684053377,-0.985780998817843,CEWMA
1000,0.01,0.7,1.1,369.5,140.0,-0.6211096075778079,CUSUM
1000,0.01,0.7,1.2,369.5,67.4,-0.8175913396481733,CUSUM
1000,0.01,0.7,1.3,369.5,38.7,-0.8952638700947226,CUSUM
1000,0.01,0.7,1.5,369.5,18.0,-0.9512855209742895,CUSUM
1000,0.01,0.7,1.7,369.5,10.9,-0.9705006765899865,CUSUM
1000,0.01,0.7,2,369.5,6.5,-0.9824086603518268,CUSUM
1000,0.02,0.7,1.1,372.1146233496614,113.84548065147291,-0.694058030757644,CEWMA
1000,0.02,0.7,1.2,372.1146233496614,45.89255787302489,-0.876670910001025,CEWMA
1000,0.02,0.7,1.3,372.1146233496614,22.98711382185746,-0.93822571761643,CEWMA
1000,0.02,0.7,1.5,372.1146233496614,9.128559692617495,-0.975468419890503,CEWMA
1000,0.02,0.7,1.7,372.1146233496614,5.373236292306673,-0.985560265694644,CEWMA
1000,0.02,0.7,2,372.1146233496614,3.7357655821563442,-0.98996071278111,CEWMA
1000,0.02,0.7,1.1,371.4,105.2,-0.7167474421109317,CUSUM
1000,0.02,0.7,1.2,371.4,40.1,-0.8920301561658588,CUSUM
1000,0.02,0.7,1.3,371.4,19.6,-0.9472267097469036,CUSUM
1000,0.02,0.7,1.5,371.4,7.9,-0.9787291330102316,CUSUM
1000,0.02,0.7,1.7,371.4,4.9,-0.986806677436726,CUSUM
1000,0.02,0.7,2,371.4,3.6,-0.9903069466882067,CUSUM
1000,0.05,0.7,1.1,381.32797887831566,68.29502751290498,-0.820902133345168,CEWMA
1000,0.05,0.7,1.2,381.32797887831566,21.191768371799714,-0.944426400511875,CEWMA
1000,0.05,0.7,1.3,435.0375804034289,9.433992709783425,-0.978314533882257,CEWMA
1000,0.05,0.7,1.5,435.0375804034289,4.233200307812376,-0.990269345687591,CEWMA
1000,0.05,0.7,1.7,435.0375804034289,3.4279930749076435,-0.99212023689602,CEWMA
1000,0.05,0.7,2,435.0375804034289,3.3341508276873295,-0.992335947564356,CEWMA
1000,0.05,0.7,1.1,408.9,63.7,-0.8442161897774517,CUSUM
1000,0.05,0.7,1.2,408.9,18.2,-0.9554903399364147,CUSUM
1000,0.05,0.7,1.3,408.9,8.3,-0.9797016385424309,CUSUM
1000,0.05,0.7,1.5,408.9,4.1,-0.9899730985571044,CUSUM
1000,0.05,0.7,1.7,408.9,3.4,-0.9916850085595501,CUSUM
1000,0.05,0.7,2,408.9,3.3,-0.991929567131328,CUSUM
